89633311	1.4036	-0.3473	-0.1158
89633312	1.2706	-0.4754	-0.2064
89633313	1.3403	-0.6077	-0.0711
89633314	1.3910	-0.5793	-0.4205
89633315	1.2649	-0.8428	-0.4938
89633316	1.3419	-0.7768	-0.4867
89633317	1.2758	-0.6543	-0.4222
89633318	1.3052	-0.8237	-0.4103
89633319	1.2641	-0.6733	-0.1956
89633320	1.0641	-0.5397	0.1531
89633321	1.1208	-0.4951	0.1570
89633322	1.1090	-0.3633	-0.0418
89633323	0.9722	-0.2571	0.0753
89633324	0.9068	-0.0673	-0.0540
89633325	1.0346	-0.2181	0.1145
89633326	0.9864	-0.5633	-0.0914
89633327	1.0624	-0.2730	0.5070
89633328	1.1721	-0.3392	0.3744
89633329	1.3584	-0.5764	0.1929
89633330	1.3899	-0.2375	-0.1441
89633331	1.4257	-0.6389	0.0757
89633332	1.1867	-0.5969	0.1080
89633333	1.2507	-0.2803	0.2331
89633334	0.9086	-0.2975	0.2318
89633335	0.9160	-0.2068	-0.1112
89633336	0.9525	-0.1591	0.2075
89633337	0.7080	-0.2820	-0.0603
89633338	0.8472	-0.3390	0.0779
89633339	1.1006	-0.5501	-0.1159
89633340	1.0396	-0.4818	-0.4477
89633341	1.0215	-0.5925	-0.6242
89633342	1.1423	-0.6681	-0.7502
89633343	1.2110	-0.7129	-0.6747
89633344	1.1880	-0.8837	-0.9667
89633345	1.2939	-0.8417	-1.0011
89633346	1.2563	-0.7135	-0.8483
89633347	1.1450	-0.6411	-0.6258
89633348	1.0291	-0.7984	-0.7684
89633349	0.8349	-1.0704	-0.7975
89633350	0.9838	-1.2661	-0.6851
89633351	1.1373	-1.1240	-0.5567
89633352	1.1168	-1.1565	-0.4825
89633353	0.9355	-1.0985	-0.1434
89633354	1.0000	-1.0380	-0.1113
89633355	1.0975	-0.9695	-0.0332
89633356	1.1097	-0.9539	-0.1408
89633357	1.1938	-0.9890	0.0438
89633358	1.2326	-0.7244	0.3552
89633359	1.2253	-0.6621	0.4611
89633360	1.2313	-0.5349	0.0489
89633361	1.1248	-0.2516	0.1066
89633362	1.1900	-0.3368	0.0465
89633363	1.1636	-0.0441	0.1587
89633364	0.9925	0.0532	0.2589
89633365	1.0777	0.1124	0.5922
89633366	0.8490	-0.0925	0.3830
89633367	0.8702	-0.3547	-0.0245
89633368	1.0728	-0.3042	-0.3219
89633369	1.0487	-0.2544	-0.2493
89633370	0.9054	-0.3671	-0.5971
89633371	1.0021	-0.4565	-0.1653
89633372	1.0404	-0.3730	-0.4847
89633373	1.0346	-0.4393	-0.6938
89633374	0.9487	-0.2144	-0.5818
89633375	1.1496	-0.1532	-0.7568
89633376	1.1318	0.0279	-0.4663
89633377	1.1180	0.0183	-0.6845
89633378	1.1028	-0.1048	-0.8407
