89633311	0.1104	0.6680	-1.0793
89633312	0.0301	0.4030	-2.3913
89633313	0.2284	0.6724	-1.2233
89633314	0.2725	0.3370	-1.8010
89633315	-0.0229	0.3973	-1.2588
89633316	0.0215	0.0923	-1.0917
89633317	0.3597	0.8132	-1.6433
89633318	0.2699	1.0194	-0.6905
89633319	0.1291	0.2365	-2.6369
89633320	-0.1733	-0.0744	-0.9578
89633321	0.0068	0.3840	-0.7570
89633322	-0.0579	0.7359	-1.3800
89633323	0.2794	0.3554	-1.7413
89633324	0.0417	0.6899	-0.3801
89633325	-0.0008	0.8645	-0.7414
89633326	-0.0425	0.1602	-2.0119
89633327	0.1369	0.2325	-0.7200
89633328	-0.1036	0.6955	-1.3753
89633329	-0.0980	-0.4626	-1.3085
89633330	0.2087	0.3475	-1.2117
89633331	0.2958	0.1968	-1.3041
89633332	-0.0251	-0.2990	-1.9339
89633333	0.3060	0.7990	-0.8905
89633334	-0.1231	0.0178	-1.4689
89633335	-0.0603	0.2323	-0.6594
89633336	0.0036	0.5849	-1.1435
89633337	-0.1820	-0.0003	-0.9257
89633338	-0.1795	0.1508	-0.8487
89633339	-0.2495	0.1762	-0.8730
89633340	0.0191	0.3316	-1.0301
89633341	-0.1050	0.1324	-0.8540
89633342	0.0807	0.1257	-0.9673
89633343	0.2213	0.0020	-1.2176
89633344	-0.0305	0.4241	-0.4446
89633345	0.0574	-0.2598	-1.1148
89633346	0.0483	0.5420	-0.9273
89633347	-0.0167	0.2236	-0.7091
89633348	0.1702	0.4532	-1.4420
89633349	-0.1755	0.2487	-0.8035
89633350	0.2019	0.5173	-2.0389
89633351	0.0687	0.2620	-1.3561
89633352	-0.0154	0.2519	-1.4020
89633353	0.1567	-0.4841	-1.8553
89633354	0.4510	0.2509	-0.9736
89633355	0.0204	0.2426	-1.2836
89633356	-0.0633	-0.1591	-1.3774
89633357	0.0192	0.0644	-1.0063
89633358	-0.1428	0.2576	-1.1326
89633359	-0.1799	0.1212	-1.1384
89633360	0.0101	0.2053	-0.8090
89633361	0.1079	0.5593	-1.2523
89633362	0.1085	0.7680	-0.1941
89633363	0.0879	0.5342	-0.3423
89633364	0.1348	0.5504	-0.6674
89633365	-0.0762	0.0601	-1.2644
89633366	-0.1231	0.3146	-0.7792
89633367	0.2293	0.0687	-0.0374
89633368	-0.0948	-0.2997	-1.2932
89633369	-0.0373	0.0007	-0.9060
89633370	-0.3332	0.0217	-1.7890
89633371	-0.2612	-0.1303	-1.5565
89633372	-0.0781	0.0991	-1.2636
89633373	0.1233	0.3551	-0.6639
89633374	-0.2713	0.0435	-1.7166
89633375	0.0597	0.2232	-1.3617
89633376	0.3465	0.3140	-1.6254
89633377	0.2148	0.1571	-1.5667
89633378	0.1791	0.8738	-0.3793
89633379	0.3446	0.8389	-0.8820
89633380	0.4390	0.2812	-1.4106
89633381	-0.0104	0.3302	-1.3556
89633382	0.4303	0.7093	-1.8782
89633383	0.1478	0.1439	-1.0471
89633384	-0.1733	-0.1169	-1.5170
89633385	-0.0872	0.4667	-2.0737
89633386	0.0482	0.6021	-1.3051
89633387	0.2941	0.6111	-2.1932
89633388	-0.0575	0.3905	-2.0999
89633389	0.2550	1.2281	-1.5304
89633390	-0.1176	0.1508	-2.3791
89633391	0.1360	0.1596	-2.2503
89633392	0.4782	1.1549	-1.8383
89633393	0.0095	0.6522	-0.7318
89633394	0.1756	0.6073	-2.2178
89633395	0.3448	-0.3463	-2.3215
89633396	0.3217	0.4591	-1.2797
89633397	0.1975	0.6345	-2.0497
89633398	0.3580	0.4560	-0.5325
89633399	0.5289	0.2641	-0.8022
89633400	0.2422	-0.0542	-1.3776
89633401	0.2888	0.3170	-0.5106
89633402	0.0917	0.3172	-0.9244
89633403	0.4715	0.3671	-0.5685
89633404	-0.0149	0.0377	0.3077
89633405	0.5766	-0.1930	-2.1045
89633406	0.6993	0.4880	-0.7895
89633407	0.1540	0.1312	-1.3270
89633408	0.1383	-0.1602	-0.5399
89633409	0.2231	-0.1309	-2.2603
89633410	0.3922	-0.0919	-1.0956
89633411	0.4197	0.2378	-0.7366
89633412	0.1168	0.1084	-0.6783
89633413	0.0909	-0.6124	-1.1199
89633414	-0.1277	-0.0215	-1.6160
89633415	0.3358	-0.1758	-1.2564
89633416	-0.1070	-0.2643	-0.5498
89633417	0.2945	0.4535	-0.6787
89633418	0.3989	0.0930	-1.2122
89633419	0.0710	0.5574	-0.7813
89633420	0.1797	0.2246	-0.7450
89633421	0.2276	1.1096	-1.4459
89633422	0.4294	0.4003	-1.1689
89633423	0.0344	0.5122	-1.2204
89633424	0.1036	0.6277	-1.0380
89633425	0.1760	0.3717	-1.2249
89633426	-0.1898	-0.5133	-1.6094
89633427	0.5832	0.1505	-1.4897
89633428	0.3606	-0.0002	-0.8896
89633429	-0.0485	0.1176	-1.4989
89633430	0.0092	0.0953	-0.6492
89633431	0.2218	-0.1228	-0.4785
89633432	0.2141	-0.0185	-1.1878
89633433	-0.0659	-0.0883	-1.9102
89633434	0.1462	0.5056	-0.3101
89633435	-0.1139	0.2760	-1.1098
89633436	-0.1629	-0.3963	-2.0551
89633437	-0.1135	0.0150	-1.0180
89633438	0.4192	0.6936	-0.4764
89633439	0.2042	0.0500	-1.5088
89633440	0.1351	0.4121	-0.2117
89633441	0.0170	0.7038	-0.4897
89633442	0.1620	0.5654	-0.3532
89633443	-0.3242	-0.2615	-1.1827
89633444	-0.2167	-0.6089	-1.4355
89633445	0.3911	0.1505	-0.8333
89633446	0.0202	-0.2414	0.3658
89633447	0.3672	-0.2147	-0.1719
89633448	0.2264	0.1769	0.3286
89633449	-0.1397	0.3461	-0.4053
89633450	-0.3145	0.3133	-1.3580
89633451	0.0330	0.0568	-0.3034
89633452	-0.2635	0.0413	-1.0779
89633453	-0.1519	-0.2638	-1.2338
89633454	-0.0828	0.2923	-0.3513
89633455	0.3762	0.7742	-0.4923
89633456	0.0476	-0.1989	-1.1908
89633457	0.1268	0.1878	0.0491
89633458	-0.0285	0.1900	-1.1338
89633459	0.0915	-0.1367	-1.0905
89633460	-0.3781	0.3928	-1.2390
89633461	0.1083	0.4580	-1.1256
89633462	0.1656	0.4639	-0.4446
89633463	0.0687	0.3555	-0.8573
89633464	0.0406	0.1865	-0.8397
89633465	0.1716	0.6333	-0.5285
89633466	0.3059	0.2164	-1.0584
89633467	-0.0295	-0.0001	-0.7094
89633468	-0.1098	-0.0605	-0.7195
89633469	0.0310	0.1799	-0.7672
89633470	0.0983	-0.0318	-0.7663
89633471	-0.0829	0.0398	-1.4047
89633472	-0.1110	-0.0446	-0.8050
89633473	-0.0344	-0.1231	-1.0810
89633474	-0.1399	0.1458	-0.7129
89633475	0.1067	0.0752	0.5440
89633476	-0.3718	-0.2436	-0.7465
89633477	-0.0086	0.2319	-0.3110
89633478	-0.0315	-0.2240	-0.2952
89633479	0.1853	0.5209	-0.3320
89633480	0.2174	0.4510	-0.8759
89633481	-0.1277	-0.0623	-0.2080
89633482	-0.4485	0.4415	-0.5884
89633483	-0.0479	0.8239	0.3848
89633484	-0.4201	0.2441	-0.0832
89633485	-0.2654	0.2236	-0.7667
89633486	-0.0709	0.1838	-0.4186
89633487	0.2006	0.1261	-0.4200
89633488	-0.1531	-0.0422	-0.0719
89633489	-0.0966	-0.0780	-0.1431
89633490	0.2556	0.1794	-0.7257
89633491	-0.4192	0.2237	-1.1076
89633492	0.0393	0.0320	-0.7491
89633493	0.1202	0.3616	-0.3877
89633494	-0.0975	-0.4011	-1.1849
89633495	-0.5811	-0.5415	-0.6715
89633496	-0.0919	-0.3687	-0.5224
89633497	-0.0217	-0.0931	-1.1489
89633498	-0.1618	-0.6715	-0.9550
89633499	-0.5365	-0.3367	-0.9340
89633500	-0.4058	-0.0907	0.2635
89633501	-0.1527	0.0395	-0.4317
89633502	-0.1566	0.1546	0.1960
89633503	-0.1469	0.0096	-0.4646
89633504	0.1477	-0.0631	-0.1676
89633505	0.2362	0.4839	-0.8345
89633506	-0.3515	-0.0928	0.0615
89633507	0.1802	0.1007	-0.4541
89633508	-0.1998	-0.1851	-1.2981
89633509	-0.0278	-0.0312	-0.8542
